X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
-117.50991,33.9999740000001,237703,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/01/09 22:43:35+00,,,,,,,,,OSCC,,,,,,48TH,,WF,FI,33.999974,-117.50991,,,{F6542E56-D1AD-402C-8DB2-2FB13109CD1F},,0,0,0,0,0,,005012,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2022-CARRU-005012,No Decision,cfcad,cfcad,0,,,2022/01/09 23:01:24+00,2022/01/09 23:01:24+00,IRWIN,{511E01CD-47A5-4F78-850C-8CFFF9F43242},0,,
-116.061529,33.5838880000001,237705,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/01/09 23:32:35+00,,,,,,,,,OSCC,,,,,,JOHNSON ST / AVE 64,,WF,FI,33.583888,-116.061529,,,{FCDA62C1-EE06-414E-967F-E0D2C44B7B9A},,0,0,0,0,0,,005032,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2022-CARRU-005032,No Decision,cfcad,cfcad,0,,,2022/01/09 23:43:24+00,2022/01/09 23:43:24+00,IRWIN,{B2FE76F9-F9E4-4AB0-81BF-C875AD768886},0,,
-118.29404,34.23308,237707,,DEFAULT,,,,,0.01,CALACC,,,,,,,,,Undetermined,,,,,2022/01/09 23:55:13+00,,,,,,,,,OSCC,,,,,,LAC-011556,,WF,FI,34.23308,-118.29404,,,{04B110E5-AD56-4319-A760-D41CBF05E043},,0,,,,,,011556,,,,Los Angeles,CALACC,06037,,,,OthLoc,Other,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2022-CALAC-011556,No Decision,lacocad,lacocad,0,,,2022/01/09 23:58:49+00,2022/01/09 23:58:49+00,IRWIN,{20732027-D400-4786-A0AD-9DE7BDD8B573},0,,
-117.509458,33.8002940000001,237709,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/01/10 00:02:50+00,,,,,,,,,OSCC,,,,,,KNABE RD  COR,,WF,FI,33.800294,-117.509458,,,{27E6F493-7DA6-441A-915C-574AF41A60F2},,0,,,,,,005048,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2022-CARRU-005048,No Decision,cfcad,cfcad,0,,,2022/01/10 00:02:59+00,2022/01/10 00:17:43+00,IRWIN,{E07E9798-D8E9-43E8-8129-EE800EA693CD},0,,
-116.886744,34.8976730000001,237710,,DEFAULT,,,,,0.1,CABDCC,,,,,,,,,Undetermined,,,,,2022/01/09 23:24:58+00,,,,,,,,,OSCC,,,,,,SILVER VALLEY HIGH SCHOOL YERMO,,WF,FI,34.897673,-116.886744,,,{BE3D60BD-81A8-4143-B86F-10F74A5075AB},,0,0,0,0,0,,000467,,,,San Bernardino,CASBCC,06071,,,,DOD,Federal,,,,,,,SC14,CDF,CABDU,US-CA,,,,,,2022-CABDU-000467,No Decision,cfcad,cfcad,0,,,2022/01/10 00:17:09+00,2022/01/10 00:17:09+00,IRWIN,{237BCF4D-63B5-45F6-A479-D77C186BE950},0,,
-114.3353,41.5191800000001,237711,,DEFAULT,,2022/01/10 22:17:00+00,2022/01/11 00:54:00+00,105,0.1,NVEIC,,,,,,,,,Undetermined,,,PE07,,2022/01/09 22:30:00+00,,,,,,,PN,1522,GBCC,,,,,,21 Mile,,WF,FI,41.45,-114.366667,50,,{E3CE76AF-2824-41CA-81E8-EE012E3C23CE},,0,1,0,0,0,,010002,,,,Elko,NVEIC,32007,BLM,,,Private,Private,,,,,,,GB18,C&L,NVECFX,US-NV,,,,,,2022-NVECFX-010002,No Decision,wildcad,wildcad,0,,,2022/01/10 00:15:14+00,2022/02/04 19:15:44+00,IRWIN,{D0F70C92-A20D-4E43-AA50-968F3AB6E63B},0,,
-103.62,44.3952100000001,237716,,FIREREPORTING,,2022/01/10 00:49:59+00,2022/01/10 00:49:59+00,0.19,1,SDGPC,,,,,,,,,Human,,,,,2022/01/09 23:56:45+00,,2022/01/12 18:45:00+00,,,,,,,RMCC,,,,,,Warren,,WF,FI,44.39521,-103.62,0.19,,{E3BE6DD7-C340-439F-8F11-A0CDB43C955F},,0,1,0,0,0,,220028,,,,Lawrence,SDGPC,46081,,,,Private,Private,,,,,,,RM51,DWF,SDSDS,US-SD,,,,,,2022-SDSDS-220028,No Decision,wildcad,wildcad,0,,,2022/01/10 01:02:17+00,2022/01/12 18:48:32+00,IRWIN,{6A9EF0FE-76FC-4EAB-B90B-8B2FE9EE77DA},0,,
-119.986,38.18686,237717,,FIREREPORTING,,2022/01/10 21:58:00+00,2022/01/12 00:30:00+00,0.1,1,CASTCC,,,,,,,,,Human,,,PE08,,2022/01/09 21:40:00+00,,2022/01/26 00:10:00+00,,,,,P5,0516,OSCC,,,,,,PIONEER,,WF,FI,38.18788,-119.9814,,,{A4A3C382-C5D5-4157-9FEE-DF36C973A97B},,0,0,0,0,1,,000035,,,,Tuolumne,CASTCC,06109,FS,CASTF,,USFS,Federal,,,,,,,SC02,FS,CASTF,US-CA,,,,,,2022-CASTF-000035,No Decision,wildcad,wildcad,0,,,2022/01/10 01:34:54+00,2022/01/26 00:09:39+00,IRWIN,{B1F4B6CF-5F85-4C41-A02D-EBEF29005B30},0,,
-95.5543167,28.9023806000001,237718,,DEFAULT,,,,,,TXTMRC,,,,,,,,,,,,,,2022/01/10 01:44:59+00,,,,,,,,,SACC,,,,,,RX Rail Pond East,,RX,FI,,,,,{AD551832-8459-4795-8F9A-CB45C1A05D3A},,0,,,,,,000001,,,,Brazoria,TXTIC,48039,FWS,TXSNR,,USFWS,Federal,,,,,,,SA13,FWS,TXTMR,US-TX,,,,,,2022-TXTMR-000001,No Decision,IROC,IROC,0,,,2022/01/10 01:53:31+00,2022/01/10 01:53:32+00,IRWIN,{54785080-96ED-4FB1-96EA-4F4583804ED5},0,,
-116.113014,33.491653,237720,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/01/10 01:41:21+00,,,,,,,,,OSCC,,,,,,AVE 77  / HARRISON ST,,WF,FI,33.491653,-116.113014,,,{75640C10-886B-4F61-A72C-F52C5496EDCB},,0,0,0,0,0,,005090,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2022-CARRU-005090,No Decision,cfcad,cfcad,0,,,2022/01/10 02:15:52+00,2022/01/10 02:28:42+00,IRWIN,{9B302D23-8F4E-4EE9-8B34-24E3CE7CFFF6},0,,
-117.278746,33.9376820000001,237724,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/01/10 05:50:12+00,,,,,,,,,OSCC,,,,,,CAMPUS PY / DAY ST,,WF,FI,33.937682,-117.278746,,,{37F7C105-C80B-4F85-A326-6B3E91DAB86D},,0,0,0,0,0,,005204,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2022-CARRU-005204,No Decision,cfcad,cfcad,0,,,2022/01/10 05:55:52+00,2022/01/10 05:55:52+00,IRWIN,{AC37BAEC-F51B-44EB-ABE0-4EA1903758BD},0,,
-117.162495,33.6843890000001,237727,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/01/10 06:30:50+00,,,,,,,,,OSCC,,,,,,VIA AMANTE   MENI,,WF,FI,33.684389,-117.162495,,,{65C66F0C-B666-44B0-897B-11A2B8EFCAD2},,0,0,0,0,0,,005217,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2022-CARRU-005217,No Decision,cfcad,cfcad,0,,,2022/01/10 06:42:24+00,2022/01/10 06:42:24+00,IRWIN,{97EB73CA-C18D-4EB5-BBD2-99B3AF49C2DE},0,,
-81.1241699999999,34.07305,237735,,DEFAULT,,,,,,SCSCC,,,,,,,,,,,,,,2022/01/10 13:40:00+00,,,,,,,,,SACC,,,,,,2022 FMS ABC Misc,,WF,FI,,,,,{9D395061-577F-41C5-96EA-D8FC2C759B57},,0,,,,,,000003,,,,Richland,SCSCC,45079,,,,Private,Private,,,,,,,SA35,FS,SCFMF,US-SC,,,,,,2022-SCFMF-000003,No Decision,IROC,IROC,0,,,2022/01/10 13:43:36+00,2022/01/10 13:43:36+00,IRWIN,{5A843C98-5F75-4D83-BF51-7F2C7ECDAE45},0,,
-95.84075,35.20383,237738,,CERTIFIED,,2022/01/10 02:00:00+00,2022/01/16 18:00:00+00,82,1,ARAOC,,,,2022/02/07 22:22:34+00,,,,,Human,Other Human Cause,,PE09,,2022/01/09 20:58:00+00,,2022/01/17 18:00:00+00,,,,,PA,1522,SACC,,,,,,SHELL CREEK TOWER,,WF,FI,35.20383,-95.84075,,2022/01/09 20:58:00+00,{0CE13EA5-0105-4A6E-AE4F-C83B169A8E46},,0,1,0,0,0,,000048,,,,McIntosh,ARAOC,40091,,,,Private,Private,,,,,,,SA17A,BIA,OKOMA,US-OK,Timber,TL2,,,,2022-OKOMA-000048,No Decision,wildcad,INFORM_Inspector,0,,,2022/01/10 14:17:36+00,2022/02/07 22:22:35+00,IRWIN,{16DD90AA-31A9-4A4F-BD9D-4661569DABAA},0,,
-81.10736,26.9991600000001,237739,,DEFAULT,,,,72,1,FLFIC,,,,,,,,,Undetermined,,,,,2022/01/10 14:39:47+00,,,,,,,,,SACC,,,,,,SE 10 0110,,RX,FI,26.99916,-81.10736,76,,{7F3106BB-7222-4682-BD99-DC64D8A1A302},,0,0,0,0,0,,000028,,,,Glades,FLFIC,12043,BIA,FLSEA,,BIA,Federal,,,,,,,SA48,BIA,FLSEA,US-FL,,,,,,2022-FLSEA-000028,No Decision,wildcad,wildcad,0,,,2022/01/10 14:42:48+00,2022/01/11 12:58:29+00,IRWIN,{01367D80-2CF5-4041-851E-523321CA6BB8},0,,
-120.094264,36.989984,237740,,DEFAULT,,,,,0.1,CAMMCC,,,,,,,,,Undetermined,,,,,2022/01/10 14:03:14+00,,,,,,,,,OSCC,,,,,,BOLES ST /N GOLDEN STATE BL,,WF,FI,36.989984,-120.094264,,,{DF7C0008-042A-416D-9FE4-FEE7FDA216E0},,0,0,0,0,0,,000747,,,,Madera,CAMMCC,06039,,,,Private,Private,,,,,,,SC05,CDF,CAMMU,US-CA,,,,,,2022-CAMMU-000747,No Decision,cfcad,cfcad,0,,,2022/01/10 15:04:00+00,2022/01/10 15:04:02+00,IRWIN,{718A1632-089C-450D-9B2C-8D1164A97A6E},0,,
-113.0141667,48.5563889000001,237746,,DEFAULT,,,,,,MTBFAC,,,,,,,,,,,,PE1B,,2022/01/06 02:00:00+00,,,,,,,,,NRCC,,,,,,BEAR ALLEY,,WF,FI,,,,,{A3F4B5CA-3CBC-4F2B-B052-E1B3FD657F8A},,0,,,,,,000001,,,,Glacier,MTBFAC,30035,,MTBFT,,Tribal,Other,,,,,,,NR10,BIA,MTBFAC,US-MT,,,,,,2022-MTBFAC-000001,No Decision,IROC,IROC,0,,,2022/01/10 16:09:15+00,2022/01/10 16:10:45+00,IRWIN,{91D9529B-80E5-45FE-9E2A-1B215EF4F9ED},0,,
-117.328247,33.6793210000001,237747,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/01/10 16:28:00+00,,,,,,,,,OSCC,,,,,,W MINTHORN ST  LELS,,WF,FI,33.679321,-117.328247,,,{FF804E1B-54C7-4234-961A-8196357710D7},,0,0,0,0,0,,005361,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2022-CARRU-005361,No Decision,cfcad,cfcad,0,,,2022/01/10 16:42:57+00,2022/01/10 16:42:57+00,IRWIN,{F75D1148-85B9-4D23-BED6-E09A373D5DFC},0,,
-94.5513099999999,35.7313300000001,237755,,CERTIFIED,,2022/01/10 17:19:59+00,2022/01/12 21:04:59+00,2.5,1,ARAOC,,,,2022/01/13 15:06:17+00,,,,,Human,Incendiary,,PE1D,,2022/01/10 16:44:59+00,,2022/01/13 15:05:45+00,,,,,PA,1522,SACC,,,,,,CROW 1,,WF,FI,35.73133,-94.55131,2.52,,{B54A6B37-5A3A-4648-9F25-4C7FD7FD6519},,0,1,0,0,0,,000049,,,,Adair,ARAOC,40001,,,,BIA,Federal,,,,,,,SA17A,,OKCNA,US-OK,Grass,GR2,,,,2022-OKCNA-000049,No Decision,wildcad,INFORM_Inspector,0,,,2022/01/10 17:25:33+00,2022/01/13 15:06:17+00,IRWIN,{8DE7E8F3-26D7-46EF-ADE6-495EBB88CD6A},0,,
-92.94654,31.03015,237759,,CERTIFIED,,2022/01/10 21:30:00+00,,855,50,LALIC,10000,,,2022/01/19 23:01:45+00,Minimal,,,,Human,Other Human Cause,,PE1F,,2022/01/10 17:32:00+00,Type 4 Incident,2022/01/14 22:30:00+00,0,100,0,0,P8,,SACC,2022/01/12 15:00:00+00,2022/01/11 14:00:00+00,2022/01/12 15:00:00+00,I,Type 4 IC,Longleaf,7 miles North of PITKIN LA,WF,FI,31.03015,-92.94654,855,2022/01/10 17:45:00+00,{2DEB4BAA-0A43-4611-98AC-3C03392724BC},,0,1,0,0,1,0,000016,90,100,Pitkin,Vernon,LALIC,22115,FS,LAKIF,,USFS,Federal,,,,,,,SA19,FS,LAKIF,US-LA,Grass,GR2,Short Grass (1 foot),,10,2022-LAKIF-000016,No Decision,wildcad,INFORM_Inspector,0,,,2022/01/10 17:46:51+00,2022/01/19 23:01:47+00,IRWIN,{6B942D34-9E75-4711-AA38-C277703287FF},0,,
-110.8156,34.13993,237762,,DEFAULT,,,,1,1,AZPHC,,,,,,,,,Undetermined,,,,,2022/01/07 18:34:48+00,,,,,,,,,SWCC,,,,,,Spring Piles TNF0536P,,RX,FI,34.13993,-110.8156,,,{7DEEAB7B-A187-46D0-B3B6-8DB74A396839},,0,1,0,0,0,,000010,,,,Gila,AZPHC,04007,FS,AZTNF,,USFS,Federal,,,,,,,SW05,FS,AZTNF,US-AZ,,,,,,2022-AZTNF-000010,No Decision,wildcad,wildcad,0,,,2022/01/10 17:58:09+00,2022/01/10 17:58:09+00,IRWIN,{EF7BD612-DC54-45BF-BE26-836D8D60B475},0,,
-117.283243,33.911522,237781,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/01/10 18:47:31+00,,,,,,,,,OSCC,,,,,,I 215  N/ CACTUS AV ONRP,,WF,FI,33.911522,-117.283243,,,{F29F9D90-F325-4732-B0DA-E2563A15E492},,0,0,0,0,0,,005426,,,,Riverside,CARRCC,06065,,,,DOD,Federal,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2022-CARRU-005426,No Decision,cfcad,cfcad,0,,,2022/01/10 19:05:17+00,2022/01/10 19:05:35+00,IRWIN,{74BE126E-9A5B-461A-B2BE-C1E3BEF1D499},0,,
-101.90638889,35.5072222200001,237784,,DEFAULT,,2022/01/10 21:19:49+00,2022/01/10 22:44:18+00,4.7,10,TXTIC,,,,,,,,,Human,Equipment,Motor Vehicle,,,2022/01/10 18:41:12+00,Type 5 Incident,2022/01/10 22:44:29+00,,,,,,,SWCC,,,,,,Plumb Thicket,,WF,FI,35.50722222,-101.90638889,,,{86D5ADE7-2A11-4F54-86D7-3D5F71171972},,0,,,,,0,220150,100,,,Potter,TXTIC,48375,SFS,TXTXS,,Private,Private,,,,,,,SW13,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-220150,No Decision,wires,wires,0,,,2022/01/10 19:10:28+00,2022/01/10 22:44:34+00,IRWIN,{320D5FB9-6740-4D40-ABD3-39D9B3E253AD},0,,
-116.216445,33.7003300000001,237790,,DEFAULT,,,,,0.1,CARRCC,,,,,,,,,Undetermined,,,,,2022/01/10 19:22:47+00,,,,,,,,,OSCC,,,,,,AVE 48  / JACKSON ST,,WF,FI,33.70033,-116.216445,,,{C4A5A499-9BCF-4ADE-8B50-E24A44983A37},,0,0,0,0,0,,005441,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2022-CARRU-005441,No Decision,cfcad,cfcad,0,,,2022/01/10 19:34:03+00,2022/01/10 19:34:03+00,IRWIN,{C9F42352-C4F4-4289-B936-9F756BF99BCB},0,,
-120.9441667,39.9372222000001,237794,,DEFAULT,,,,,,CAPNFC,,,,,,,,,,,,,,2022/01/10 19:56:00+00,,,,,,,,,ONCC,,,,,,2022 PNF RX,,RX,FI,,,,,{8C447403-C063-4AA6-BF1E-8B8AA749D33D},,0,,,,,,000015,,,,Plumas,CAPNFC,06063,,,,Private,Private,,,,,,,NC07,FS,CAPNF,US-CA,,,,,,2022-CAPNF-000015,No Decision,IROC,IROC,0,,,2022/01/10 19:58:45+00,2022/01/10 19:58:47+00,IRWIN,{0F94DAE1-57A3-40B6-BE93-8365DAC23324},0,,
-96.50548,35.36494,237797,,CERTIFIED,,2022/01/10 18:30:00+00,2022/01/16 18:00:00+00,0.6,1,ARAOC,,,,2022/02/02 15:31:04+00,,,,,Human,Debris/Open Burning,Trash Burning,PE1K,,2022/01/10 17:00:00+00,,2022/01/17 18:00:00+00,,,,,PA,1522,SACC,,,,,,BIG HEAD,,WF,FI,35.36494,-96.50548,0.6,,{F77A82E6-D02E-4738-B0C5-99AD532D7C2E},,0,1,0,0,0,,000050,,,,Seminole,ARAOC,40133,,,,Private,Private,,,,,,,SA03,BIA,OKWEA,US-OK,Grass,GR2,,,,2022-OKWEA-000050,No Decision,wildcad,INFORM_Inspector,0,,,2022/01/10 20:07:48+00,2022/02/02 15:31:05+00,IRWIN,{0709ECA2-E5B6-47F3-B635-58BC35664964},0,,
-94.5399199999999,35.71272,237800,,CERTIFIED,,2022/01/10 20:05:00+00,2022/01/12 21:04:00+00,0.7,0.7,ARAOC,,,,2022/01/13 15:05:31+00,,,,,Human,Incendiary,,PE1L,,2022/01/10 19:34:59+00,,2022/01/13 15:04:54+00,,,,,PA,1522,SACC,,,,,,LANDSLIDE,,WF,FI,35.71272,-94.53992,0.73,,{84397629-6E8A-4F0D-B13D-85D3D8A9FB57},,0,1,0,0,0,,000051,,,,Adair,ARAOC,40001,DVF,OKCNA,,Private,Private,,,,,,,SA17A,,OKCNA,US-OK,Timber,TU2,,,,2022-OKCNA-000051,No Decision,wildcad,INFORM_Inspector,0,,,2022/01/10 20:26:46+00,2022/01/13 15:05:31+00,IRWIN,{BC22D26C-AD55-4650-B553-24766618CB2C},0,,
-94.83547,36.9902200000001,237801,,FIREREPORTING,,2022/01/10 18:00:00+00,2022/01/10 18:30:00+00,0.1,1,ARAOC,,,,,,,,,Human,,,PE1M,,2022/01/10 18:00:00+00,,2022/01/11 18:00:00+00,,,,,PA,1522,SACC,,,,,,BLACK DOG,,WF,FI,36.99022,-94.83547,0.1,,{0CC318F6-8903-4306-9E85-235A2712E181},,0,1,0,0,0,,000052,,,,Ottawa,ARAOC,40115,,,,Private,Private,,,,,,,SA17A,BIA,OKMIA,US-OK,,,,,,2022-OKMIA-000052,No Decision,wildcad,wildcad,0,,,2022/01/10 20:34:43+00,2022/01/12 14:23:33+00,IRWIN,{4E2F48A4-2879-4C73-9F55-4C10C58415B8},0,,
-96.5124299999999,35.15689,237802,,CERTIFIED,,2022/01/10 20:00:00+00,2022/01/15 18:00:00+00,0.9,1,ARAOC,,,,2022/02/04 04:04:56+00,,,,,Human,Equipment,,PE1N,,2022/01/10 19:30:00+00,,2022/01/16 18:00:00+00,,,,,PA,1522,SACC,,,,,,VET,,WF,FI,35.15689,-96.51243,,,{E6EA90F2-EA2C-4B4B-9569-082078746A97},,0,1,0,0,0,,000053,,,,Seminole,ARAOC,40133,,,,Private,Private,,,,,,,SA03,BIA,OKWEA,US-OK,,,,,,2022-OKWEA-000053,No Decision,wildcad,INFORM_Inspector,0,,,2022/01/10 20:40:16+00,2022/02/04 04:04:57+00,IRWIN,{251B22CA-49A6-42A4-905D-9198DE704B65},0,,
-81.6520399999999,34.6027,237803,,FIREREPORTING,,2022/01/10 20:32:00+00,2022/01/11 17:35:59+00,0.3,0.3,SCSCC,,,,,,,,,Undetermined,,,PE1P,,2022/01/10 19:55:00+00,,2022/01/11 17:37:00+00,,,,,P8,0812,SACC,,,,,,Tiger River,,WF,FI,34.6027,-81.65204,0.25,,{154A9FB5-F6DD-4888-9111-194E85628131},,0,1,0,0,0,,000008,,,,Union,SCSCC,45087,FS,SCFMF,,USFS,Federal,,,,,,,SA35,FS,SCFMF,US-SC,,,,,,2022-SCFMF-000008,No Decision,wildcad,wildcad,0,,,2022/01/10 20:43:45+00,2022/01/12 15:49:10+00,IRWIN,{ECBCAB6F-4FFF-431C-9698-306684A81268},0,,
-92.85998,32.13374,237804,,CERTIFIED,,2022/01/11 00:09:00+00,2022/01/19 21:30:00+00,596.8,100,LALIC,7500,,,2022/02/11 18:05:48+00,Minimal,,,,Natural,Lightning,,PE1U,,2022/01/10 19:50:00+00,Type 4 Incident,2022/02/02 15:00:00+00,0,100,0,0,P8,0806,SACC,2022/01/20 00:59:59+00,2022/01/19 21:00:00+00,2022/01/20 00:59:59+00,F,Type 4 IC,Bulldog,Peterson road and LA126,WF,FI,32.13374,-92.85998,500,2022/01/10 20:40:00+00,{36124C12-BFA1-4491-B821-5B00A37F0860},,0,1,0,0,0,0,000017,100,100,Calvin,Winn,LALIC,22127,FS,LAKIF,,USFS,Federal,Louisiana,,,5,10,13,SA19,FS,LAKIF,US-LA,Timber,TU3,Southern Rough,Short Grass (1 foot),,2022-LAKIF-000017,No Decision,wildcad,INFORM_Inspector,0,,,2022/01/10 21:03:39+00,2022/02/11 18:05:49+00,IRWIN,{F6EF557E-E5CD-4563-8F80-40751800FA31},0,,
-94.5299199999999,35.7093800000001,237807,,CERTIFIED,,2022/01/10 21:04:59+00,2022/01/12 20:13:13+00,5.7,1,ARAOC,,,,2022/01/13 15:04:41+00,,,,,Human,Incendiary,,PE1Q,,2022/01/10 20:10:00+00,,2022/01/13 15:04:11+00,,,,,PA,1522,SACC,,,,,,SONIC,,WF,FI,35.70938,-94.52992,,,{5B66CBA0-CEFD-47DC-9E75-9D182594B058},,0,1,0,0,0,,000054,,,,Adair,ARAOC,40001,DVF,OKCNA,,Private,Private,,,,,,,SA17A,,OKCNA,US-OK,Timber,TU3,,,,2022-OKCNA-000054,No Decision,wildcad,INFORM_Inspector,0,,,2022/01/10 21:26:44+00,2022/01/13 15:04:42+00,IRWIN,{15F76E84-4806-4CCD-A682-A2FA86CA1C02},0,,
-84.11073,35.34628,237809,,DEFAULT,,,,1,1,TNTNC,,,,,,,,,Undetermined,,,,,2022/01/10 20:39:18+00,,,,,,,,,SACC,,,,,,RX - McNabb,,RX,FI,35.34628,-84.11073,,,{C565E755-3559-45D9-8A57-13B57FB0CD68},,0,0,0,0,0,,000021,,,,Monroe,TNTNC,47123,FS,TNCNF,,USFS,Federal,,,,,,,SA25B,FS,TNCNF,US-TN,,,,,,2022-TNCNF-000021,No Decision,wildcad,wildcad,0,,,2022/01/10 21:30:29+00,2022/01/10 21:30:29+00,IRWIN,{73BD0EFA-F09B-4BA5-A0B0-B9B869D4CDB7},0,,
-84.4436899999999,35.31366,237810,,DEFAULT,,,,1,1,TNTNC,,,,,,,,,Undetermined,,,,,2022/01/10 20:19:18+00,,,,,,,,,SACC,,,,,,RX - Starr Mountain,,RX,FI,35.31366,-84.44369,,,{01E44CC1-A93D-4C9D-9ABD-1847BB849EC9},,0,0,0,0,0,,000013,,,,Monroe,TNTNC,47123,FS,TNCNF,,USFS,Federal,,,,,,,SA25B,FS,TNCNF,US-TN,,,,,,2022-TNCNF-000013,No Decision,wildcad,wildcad,0,,,2022/01/10 21:30:43+00,2022/01/10 21:30:43+00,IRWIN,{06301FF5-F026-49D4-991A-2A8017A4760B},0,,
-84.19672,35.33412,237812,,DEFAULT,,,,1,1,TNTNC,,,,,,,,,Undetermined,,,,,2022/01/10 20:36:24+00,,,,,,,,,SACC,,,,,,RX - Miller Mine,,RX,FI,35.33412,-84.19672,,,{FF839E42-817B-4DE9-8B24-34EA84E18D35},,0,0,0,0,0,,000020,,,,Monroe,TNTNC,47123,FS,TNCNF,,USFS,Federal,,,,,,,SA25B,FS,TNCNF,US-TN,,,,,,2022-TNCNF-000020,No Decision,wildcad,wildcad,0,,,2022/01/10 21:30:31+00,2022/01/10 21:30:31+00,IRWIN,{99F1A5E6-EB11-451A-902C-FC53D02393B4},0,,
-84.45081,35.1588,237813,,DEFAULT,,,,1,1,TNTNC,,,,,,,,,Undetermined,,,,,2022/01/10 20:22:22+00,,,,,,,,,SACC,,,,,,RX - Marys Branch,,RX,FI,35.1588,-84.45081,,,{B21763B8-64C3-4C91-89CF-836FF92ED639},,0,0,0,0,0,,000014,,,,Polk,TNTNC,47139,FS,TNCNF,,USFS,Federal,,,,,,,SA25B,FS,TNCNF,US-TN,,,,,,2022-TNCNF-000014,No Decision,wildcad,wildcad,0,,,2022/01/10 21:30:46+00,2022/01/10 21:30:46+00,IRWIN,{773C6317-C976-44E7-B4C4-50A61389BF11},0,,
-84.2181899999999,35.3966600000001,237814,,DEFAULT,,,,1,1,TNTNC,,,,,,,,,Undetermined,,,,,2022/01/10 20:33:06+00,,,,,,,,,SACC,,,,,,RX - Huckleberry,,RX,FI,35.39666,-84.21819,,,{6425E72D-9087-4016-B349-74F62CBBE7F8},,0,0,0,0,0,,000019,,,,Monroe,TNTNC,47123,FS,TNCNF,,USFS,Federal,,,,,,,SA25B,FS,TNCNF,US-TN,,,,,,2022-TNCNF-000019,No Decision,wildcad,wildcad,0,,,2022/01/10 21:30:33+00,2022/01/10 21:30:33+00,IRWIN,{47B95BAA-8E9F-4BFD-AE21-1B276970A811},0,,
